HOME_TEAM_HOME_WINS,HOME_TEAM_ROAD_WINS,AWAY_TEAM_HOME_WINS,AWAY_TEAM_ROAD_WINS,HOME_TEAM_HTH_RECORD,AWAY_TEAM_HTH_RECORD,HOME_TEAM_FORM_0,AWAY_TEAM_FORM_0,HOME_TEAM_FORM_1,AWAY_TEAM_FORM_1,HOME_TEAM_FORM_2,AWAY_TEAM_FORM_2,HOME_TEAM_WIN_RECORD,AWAY_TEAM_WIN_RECORD,HOME_TEAM_PPG,HOME_TEAM_PAPG,AWAY_TEAM_PPG,AWAY_TEAM_PAPG,HOME_TEAM_WINS
0.368,0.211,0.667,0.486,2,0,0,1,1,1,0,1,20,42,100,107,105,102,0
0.639,0.39,0.184,0.105,1,1,0,0,1,0,0,0,37,9,104,103,96,107,1
0.972,0.8,0.184,0.103,2,0,1,0,1,0,1,0,65,9,115,104,97,107,1
0.622,0.436,0.553,0.436,1,1,0,1,1,0,1,0,38,36,101,100,105,106,1
0.649,0.579,0.474,0.385,2,2,1,1,0,1,0,0,44,31,104,101,102,104,1
0.289,0.158,0.5,0.472,0,2,0,0,0,0,1,1,15,35,98,106,103,104,0
0.432,0.359,0.538,0.432,1,3,1,0,0,0,0,1,28,35,106,109,103,103,1
0.641,0.351,0.641,0.538,4,0,0,1,0,1,0,1,36,44,101,103,102,98,0
0.474,0.375,0.538,0.421,3,1,0,0,1,0,1,0,31,35,102,104,103,104,0
0.658,0.579,0.667,0.5,2,0,1,1,1,1,0,1,45,43,104,100,105,101,1
0.684,0.436,0.974,0.658,0,4,0,0,0,1,1,1,41,61,99,100,104,92,0
0.641,0.514,0.375,0.222,0,4,1,1,0,1,1,0,42,21,99,98,98,104,1
0.342,0.333,0.359,0.211,1,2,0,0,1,0,1,1,24,20,102,105,100,107,1
0.5,0.237,0.462,0.359,1,1,0,0,0,1,0,1,26,30,102,106,98,101,1
0.649,0.39,0.447,0.359,3,1,1,1,0,1,1,0,38,29,104,104,106,109,1
0.763,0.579,0.756,0.611,1,1,1,1,0,1,0,1,49,51,102,98,110,102,0
0.622,0.375,0.282,0.158,2,2,1,0,0,0,1,0,36,15,97,96,97,106,1
0.816,0.59,0.553,0.425,0,2,1,0,0,1,1,0,52,36,103,97,105,106,0
0.641,0.41,0.756,0.622,0,2,0,1,1,1,1,1,39,52,102,101,110,102,1
0.973,0.8,0.5,0.486,1,1,1,1,1,0,1,0,66,36,115,104,103,104,1
0.632,0.436,0.625,0.351,2,2,1,0,0,0,1,0,39,36,101,100,101,103,0
0.526,0.308,0.375,0.216,2,2,1,0,0,1,0,1,30,21,100,103,98,104,1
0.184,0.1,0.7,0.432,1,3,0,1,0,0,0,1,9,42,97,107,103,100,0
0.538,0.436,0.462,0.35,1,1,1,0,0,0,0,1,36,30,103,103,98,101,1
0.282,0.154,0.65,0.514,0,2,0,1,0,1,0,0,15,43,97,106,99,98,1
0.667,0.436,0.462,0.375,3,1,0,0,0,0,0,1,41,31,99,100,102,104,0
0.579,0.25,0.359,0.205,0,2,0,0,0,0,0,0,30,20,98,102,100,107,1
0.359,0.333,0.667,0.579,0,4,1,1,0,1,1,1,25,46,102,106,104,100,0
0.447,0.35,0.5,0.474,1,1,0,0,1,1,1,0,29,36,106,108,103,104,1
0.974,0.667,0.513,0.237,4,0,1,1,0,0,1,0,62,27,104,92,102,106,1
0.744,0.579,0.641,0.55,2,2,0,1,1,1,0,1,49,45,102,98,102,98,1
0.632,0.375,0.974,0.8,0,4,1,1,1,1,0,1,37,67,97,96,115,104,0
0.795,0.59,0.375,0.211,2,2,0,0,1,0,0,1,52,21,103,97,98,105,1
0.553,0.439,0.625,0.368,1,1,1,1,0,0,1,0,37,37,105,106,101,103,0
0.615,0.436,0.538,0.308,3,1,0,1,1,1,0,0,39,31,101,100,101,103,0
0.513,0.231,0.462,0.39,2,2,0,1,1,0,0,0,27,32,102,106,102,104,1
0.756,0.605,0.667,0.59,2,2,0,1,1,1,1,1,52,47,109,102,104,100,1
0.658,0.39,0.667,0.487,2,0,1,0,1,1,0,1,39,43,104,103,105,102,1
0.641,0.537,0.8,0.59,3,0,0,1,1,0,1,1,45,53,102,99,103,97,0
0.7,0.447,0.179,0.1,3,1,1,0,1,0,0,0,43,9,103,100,97,107,1
0.65,0.41,0.55,0.436,0,2,1,1,0,1,1,0,40,37,102,101,103,103,0
0.974,0.805,0.667,0.475,2,0,1,0,1,0,1,1,68,43,115,104,105,102,0
0.65,0.436,0.75,0.579,0,2,0,1,0,0,0,1,41,50,99,100,102,98,0
0.59,0.25,0.538,0.325,2,2,1,1,0,1,0,1,31,32,98,102,101,103,1
0.462,0.341,0.375,0.205,3,1,0,0,0,0,0,0,30,21,98,101,98,105,1
0.359,0.2,0.5,0.462,1,1,0,0,0,0,0,1,20,36,100,107,103,104,0
0.462,0.35,0.65,0.5,1,1,1,0,0,1,1,1,30,43,106,109,99,98,0
0.615,0.375,0.35,0.333,1,3,0,0,1,1,1,0,37,25,97,96,102,105,1
0.625,0.385,0.634,0.41,3,1,1,0,1,1,0,0,38,40,101,103,102,101,0
0.462,0.381,0.45,0.35,1,2,0,0,1,1,0,0,32,30,102,104,106,109,0
0.179,0.098,0.6,0.436,0,3,0,0,0,0,0,1,9,39,96,107,101,100,0
0.667,0.39,0.65,0.513,0,2,1,1,1,0,1,1,40,44,104,103,99,98,1
0.975,0.667,0.75,0.59,2,0,1,1,1,1,0,0,63,51,104,92,102,98,1
0.375,0.2,0.525,0.231,1,1,0,1,0,0,0,1,21,28,98,105,102,105,0
0.8,0.6,0.707,0.447,0,4,1,1,1,1,0,1,54,44,104,97,103,100,1
0.949,0.805,0.675,0.39,2,2,0,1,1,1,1,1,68,41,114,104,104,103,1
0.538,0.439,0.762,0.605,1,3,0,1,1,0,0,1,37,53,105,106,110,102,1
0.667,0.575,0.5,0.475,2,0,0,1,1,0,1,0,47,37,104,100,103,104,1
0.3,0.154,0.667,0.488,2,0,1,1,0,0,0,0,16,44,97,106,105,102,0
0.6,0.25,0.61,0.385,1,3,1,0,1,1,0,1,32,38,99,102,101,102,0
0.35,0.325,0.55,0.45,3,1,0,1,0,1,1,1,25,38,101,105,102,103,0
0.475,0.341,0.6,0.45,1,2,1,1,0,0,0,0,31,40,98,101,101,100,0
0.538,0.317,0.634,0.436,0,2,0,0,1,0,1,0,32,41,101,103,99,100,1
0.35,0.2,0.625,0.375,2,2,0,1,0,0,0,1,20,38,100,107,97,96,0
0.625,0.537,0.341,0.2,0,2,0,0,0,0,1,0,45,20,102,99,100,107,1
0.45,0.381,0.762,0.59,1,3,0,0,0,1,1,0,32,53,102,104,110,102,0
0.95,0.805,0.341,0.325,2,1,1,0,0,0,1,0,69,25,115,104,101,105,0
0.675,0.575,0.293,0.154,3,1,1,0,0,1,1,0,48,16,104,100,97,106,1
0.634,0.425,0.61,0.4,1,1,0,1,0,0,0,1,41,39,99,101,101,102,1
0.65,0.5,0.634,0.425,3,1,0,1,1,0,0,1,44,41,99,98,101,101,1
0.585,0.25,0.805,0.6,2,2,0,1,1,1,1,1,32,55,99,102,104,98,0
0.175,0.098,0.525,0.25,0,2,0,1,0,1,0,0,9,29,96,107,102,105,1
0.45,0.366,0.675,0.381,1,3,1,0,0,1,1,1,31,41,106,109,104,104,0
0.75,0.575,0.707,0.436,0,3,0,0,1,1,1,1,51,44,102,98,103,100,1
0.625,0.39,0.976,0.667,0,4,1,1,1,1,0,1,39,64,97,95,104,92,0
0.667,0.5,0.525,0.244,0,2,1,0,1,1,0,1,45,29,105,102,102,105,1
0.55,0.463,0.55,0.439,2,2,1,1,1,0,1,1,39,38,102,103,105,106,1
0.6,0.463,0.805,0.61,3,1,1,1,1,1,0,1,41,56,101,100,104,97,1
0.293,0.15,0.683,0.575,1,3,0,1,0,1,1,0,16,49,97,106,104,100,0
0.463,0.341,0.707,0.425,2,2,0,0,1,0,0,1,31,44,98,101,102,100,0
0.55,0.317,0.634,0.415,2,1,1,0,0,1,1,0,33,41,101,103,101,101,0
0.675,0.395,0.762,0.6,2,2,1,1,0,0,1,1,42,54,104,104,110,102,1
0.5,0.463,0.366,0.2,3,0,0,0,1,0,0,0,37,21,103,104,98,105,1
0.634,0.537,0.756,0.575,2,2,1,1,0,0,0,1,46,52,102,99,102,98,1
0.927,0.805,0.976,0.675,0,4,0,1,1,1,0,1,69,65,115,104,103,92,1
0.55,0.429,0.341,0.195,2,1,0,0,1,0,0,0,38,20,105,106,100,107,0
0.659,0.5,0.61,0.39,2,2,1,0,0,1,1,0,45,39,99,98,101,102,1
0.439,0.366,0.341,0.341,2,2,0,1,1,0,0,0,31,26,106,109,101,105,0
0.675,0.5,0.571,0.25,2,2,1,0,1,0,1,1,46,32,105,102,98,102,1
0.707,0.439,0.366,0.195,2,2,1,0,0,0,0,0,45,21,103,100,98,105,1
0.561,0.463,0.643,0.425,3,1,1,1,1,0,1,0,40,42,102,103,99,100,1
0.439,0.381,0.976,0.659,0,3,0,0,0,1,0,1,32,65,102,105,103,92,1
0.634,0.429,0.512,0.463,2,2,1,1,0,0,1,1,42,38,101,101,103,104,1
0.525,0.238,0.286,0.15,2,1,0,0,0,0,1,0,29,16,102,105,97,106,1
0.537,0.317,0.667,0.5,0,4,0,1,1,1,0,0,33,46,101,103,99,98,1
0.195,0.098,0.452,0.341,1,3,1,0,0,0,0,1,10,31,97,107,98,101,0
0.756,0.561,0.61,0.463,2,2,0,1,1,1,0,1,52,42,102,98,101,100,1
0.61,0.39,0.683,0.585,0,3,0,1,1,1,1,1,39,50,97,95,104,100,0
0.643,0.537,0.683,0.5,2,2,1,1,1,1,0,1,47,47,102,98,105,102,1
0.61,0.381,0.805,0.595,3,1,0,0,0,1,1,1,39,56,101,102,104,98,1
0.643,0.415,0.929,0.805,2,2,0,1,1,0,0,1,42,70,99,100,115,104,0
0.537,0.238,0.341,0.214,0,4,1,1,0,0,0,0,30,21,102,105,100,107,0
0.683,0.395,0.341,0.357,3,1,1,1,1,1,0,0,43,27,105,104,101,105,0
0.429,0.366,0.762,0.585,0,4,0,0,0,1,1,0,31,54,106,109,110,103,1
0.452,0.381,0.595,0.39,2,2,1,0,0,0,0,1,33,39,102,105,97,95,0
0.537,0.429,0.286,0.146,3,1,0,0,0,0,1,0,38,16,105,106,97,106,1
0.61,0.452,0.366,0.19,4,0,0,0,1,0,1,0,42,21,101,100,98,105,1
0.683,0.595,0.571,0.463,3,1,1,1,1,1,1,1,51,41,104,100,102,102,1
0.667,0.488,0.548,0.317,4,0,0,1,1,0,1,1,46,34,99,98,102,103,1
0.452,0.357,0.762,0.561,2,2,1,1,0,0,0,1,32,53,98,101,102,98,0
0.19,0.098,0.571,0.244,1,2,0,0,1,0,0,0,10,32,97,107,99,103,0
0.976,0.643,0.929,0.81,4,0,0,1,0,1,1,0,65,71,103,92,115,104,0
0.512,0.452,0.714,0.439,1,3,0,1,1,1,0,0,38,46,103,104,103,100,1
0.683,0.488,0.714,0.429,2,1,0,0,1,1,1,1,47,46,105,102,103,100,0
0.366,0.186,0.524,0.452,0,3,0,1,0,0,0,1,21,39,98,105,103,104,0
0.805,0.581,0.651,0.537,0,3,0,1,0,1,1,1,56,48,104,98,103,98,1
0.341,0.372,0.548,0.429,1,3,1,1,1,0,1,0,28,39,101,105,106,106,0
0.524,0.238,0.619,0.381,2,0,0,1,1,0,0,0,30,40,102,105,101,102,0
0.762,0.571,0.286,0.143,3,1,0,0,0,0,1,0,54,16,110,103,97,106,1
0.548,0.31,0.571,0.262,2,2,0,1,1,0,0,0,34,33,101,103,99,103,1
0.341,0.233,0.442,0.366,2,2,1,1,1,0,0,0,22,32,100,107,106,109,0
0.595,0.405,0.571,0.452,0,4,1,0,0,1,0,1,40,41,97,95,102,102,0
0.643,0.429,0.674,0.488,1,3,1,1,1,0,0,1,43,47,101,101,100,98,0
0.619,0.452,0.442,0.357,2,1,1,0,0,1,1,0,43,32,102,100,98,101,1
0.69,0.595,0.628,0.415,1,2,1,0,1,0,1,1,52,42,104,100,99,100,1
0.952,0.643,0.767,0.571,0,4,0,1,0,0,0,0,65,55,103,92,110,102,1
0.762,0.571,0.186,0.098,4,0,1,0,1,0,0,1,54,10,102,98,97,107,1
0.667,0.488,0.674,0.5,2,1,0,1,0,1,1,0,47,48,105,102,100,98,1
0.357,0.186,0.767,0.571,2,2,0,1,0,1,0,1,21,55,98,106,102,98,0
0.619,0.395,0.186,0.095,3,1,1,0,1,0,0,0,41,10,101,103,97,107,1
0.714,0.442,0.558,0.31,2,2,1,1,0,0,1,1,47,35,103,100,102,103,1
0.81,0.581,0.628,0.429,3,1,1,0,0,1,0,1,57,43,104,98,101,101,0
0.571,0.465,0.953,0.643,0,4,1,1,0,0,1,0,42,66,102,102,103,92,0
0.929,0.814,0.628,0.405,2,2,1,0,1,0,1,0,72,42,114,104,99,101,1
0.548,0.442,0.442,0.381,2,2,1,1,1,1,0,0,40,33,106,106,106,108,1
0.286,0.14,0.581,0.405,2,2,0,0,0,1,0,0,16,40,97,107,97,95,1
0.571,0.256,0.628,0.452,0,4,0,1,1,1,0,0,33,44,99,103,102,100,0
0.333,0.372,0.512,0.238,2,1,0,0,1,0,1,1,28,30,101,105,102,106,1
0.333,0.233,0.698,0.595,1,3,0,1,1,1,1,1,22,53,100,107,104,100,1
0.667,0.395,0.442,0.381,4,0,0,0,1,1,1,0,43,33,105,104,101,104,1
0.524,0.465,0.651,0.524,3,1,1,0,1,1,0,1,40,48,104,104,102,99,1
0.651,0.512,0.674,0.488,2,2,0,1,0,0,1,0,48,48,102,99,105,102,1
0.93,0.814,0.558,0.442,1,2,1,1,1,1,1,1,73,41,114,104,106,106,1
0.767,0.558,0.558,0.465,1,2,0,0,1,1,0,0,55,42,110,102,102,102,1
0.767,0.581,0.628,0.465,2,2,1,1,1,1,1,1,56,45,102,98,102,100,0
0.791,0.581,0.628,0.442,3,1,0,1,1,0,0,1,57,44,104,98,101,101,1
0.698,0.581,0.674,0.395,1,2,0,1,1,0,1,1,53,44,104,100,105,104,1
0.674,0.488,0.721,0.442,4,0,0,1,1,1,1,0,48,48,100,98,103,100,1
0.953,0.651,0.628,0.395,4,0,1,0,1,0,0,0,67,42,103,92,99,101,1
0.932,0.814,0.558,0.432,1,2,1,0,1,1,1,1,74,41,114,103,106,106,1
0.773,0.558,0.558,0.455,1,2,1,0,0,0,1,1,56,42,110,102,101,102,0
0.75,0.581,0.628,0.477,2,2,0,1,1,1,1,1,56,46,102,98,102,100,1
0.659,0.512,0.674,0.477,2,2,1,0,0,1,0,0,49,48,102,99,105,102,1
0.955,0.651,0.628,0.386,4,0,1,0,1,0,1,0,68,42,103,92,98,101,1
0.795,0.581,0.628,0.432,3,1,1,0,0,1,1,0,58,44,104,98,101,101,1
0.705,0.581,0.674,0.386,1,2,1,0,0,1,1,0,54,44,104,100,105,104,1
0.682,0.488,0.721,0.432,4,0,1,0,0,1,1,1,49,48,100,98,103,100,1
0.558,0.467,0.756,0.558,2,1,1,0,0,1,0,0,43,56,101,102,109,102,0
0.558,0.422,0.933,0.814,2,1,0,1,0,1,1,1,41,75,106,106,114,103,1
0.628,0.467,0.756,0.581,2,2,0,1,1,0,1,1,46,57,101,100,102,98,0
0.674,0.467,0.667,0.512,2,2,0,1,0,1,1,0,48,50,105,102,102,98,1
0.628,0.422,0.8,0.581,1,3,0,1,0,1,1,0,44,59,101,101,104,98,0
0.628,0.378,0.956,0.651,0,4,0,1,0,1,0,1,42,69,98,101,103,92,0
0.721,0.422,0.689,0.488,0,4,0,1,0,1,1,0,48,50,103,101,100,98,1
0.545,0.467,0.756,0.568,2,1,0,1,1,0,0,1,43,57,101,102,110,102,0
0.614,0.467,0.756,0.591,2,2,0,1,0,1,1,0,46,58,101,100,102,97,1
0.674,0.378,0.711,0.581,2,1,0,1,0,1,1,0,44,55,104,104,104,99,1
0.682,0.467,0.667,0.5,2,2,1,0,0,1,0,1,49,50,105,102,102,99,1
0.614,0.422,0.8,0.591,1,3,0,1,0,1,0,1,44,60,101,101,104,98,0
0.568,0.422,0.933,0.795,2,1,1,0,0,1,0,1,42,75,106,106,114,103,0
0.614,0.378,0.956,0.659,0,4,0,1,0,1,0,1,42,70,98,101,103,92,0
0.727,0.422,0.689,0.477,0,4,1,0,0,1,0,1,49,50,103,100,100,98,1
0.756,0.578,0.533,0.467,1,2,1,0,1,0,0,1,58,43,110,102,101,102,1
0.682,0.378,0.711,0.568,2,1,1,0,0,1,0,1,45,55,104,104,104,99,1
0.667,0.489,0.689,0.467,2,2,0,1,0,1,1,0,50,50,102,99,105,102,1
0.756,0.578,0.622,0.467,2,2,0,1,1,0,1,0,58,47,102,97,101,100,1
0.933,0.8,0.556,0.422,1,2,1,0,0,1,1,0,76,42,114,103,105,106,1
0.711,0.556,0.689,0.378,1,2,0,1,0,1,1,0,55,46,104,99,104,103,0
0.689,0.467,0.733,0.422,4,0,0,1,0,1,1,0,50,50,100,98,103,100,0
0.689,0.457,0.674,0.489,2,2,0,1,1,0,1,0,50,51,105,102,102,98,0
0.733,0.435,0.674,0.467,0,4,1,0,1,0,1,0,51,50,102,100,99,98,0
0.622,0.457,0.761,0.578,2,2,0,1,1,0,0,1,47,59,101,100,102,97,1
0.689,0.391,0.696,0.556,2,1,1,0,1,0,1,0,47,55,104,103,104,99,1
0.956,0.667,0.761,0.578,0,4,1,1,1,1,1,1,71,59,103,92,110,102,1
0.935,0.8,0.696,0.391,2,2,1,1,1,1,0,1,77,48,114,103,104,103,1
0.674,0.478,0.717,0.435,4,0,1,0,0,1,0,1,51,51,99,98,102,100,1
0.761,0.565,0.63,0.457,2,2,0,1,1,0,0,1,59,48,102,98,101,99,1
0.8,0.6,0.674,0.5,0,3,1,1,1,1,1,0,61,52,104,98,102,98,1
0.957,0.667,0.761,0.565,0,4,1,0,1,1,1,1,72,59,103,92,110,102,0
0.936,0.8,0.696,0.383,2,2,1,0,1,1,1,1,78,48,114,103,104,104,1
0.766,0.565,0.681,0.478,0,4,1,1,0,1,1,0,60,52,101,97,99,97,0
0.804,0.6,0.674,0.489,0,3,1,0,1,1,1,1,62,52,104,98,102,98,1
0.75,0.565,0.681,0.489,0,4,0,1,1,1,0,1,60,53,101,97,100,97,1
0.674,0.479,0.809,0.6,3,0,0,1,0,1,1,1,52,63,102,99,104,98,0
0.761,0.574,0.936,0.667,4,0,1,0,0,1,1,1,60,72,109,102,103,92,0
0.681,0.479,0.755,0.565,4,0,0,1,1,0,1,1,53,61,99,97,101,97,0
0.696,0.375,0.938,0.8,2,2,0,1,0,1,1,1,48,79,104,104,114,103,1
0.66,0.479,0.809,0.609,3,0,0,1,0,1,0,1,52,64,102,99,104,98,0
0.745,0.574,0.936,0.674,4,0,0,1,1,0,0,1,60,73,109,102,103,92,1
0.667,0.479,0.755,0.574,4,0,0,1,0,1,1,0,53,62,99,97,101,97,1
0.702,0.375,0.938,0.783,2,2,1,0,0,1,0,1,49,79,104,104,114,103,0
0.936,0.66,0.75,0.574,0,4,0,1,1,0,0,1,73,61,103,92,109,102,0
0.938,0.787,0.688,0.375,2,2,1,0,0,1,1,0,80,49,114,103,104,104,1
0.755,0.562,0.673,0.479,0,4,0,1,1,0,1,0,62,54,101,97,99,97,1
0.75,0.583,0.917,0.66,4,0,1,0,1,0,0,1,62,73,109,102,103,92,1
0.673,0.469,0.76,0.562,4,0,0,1,1,0,0,1,54,63,99,97,101,97,1
0.76,0.551,0.68,0.469,0,4,0,1,1,0,0,1,63,55,101,97,99,97,1
0.939,0.787,0.755,0.583,1,2,1,1,1,1,0,1,81,63,114,103,109,102,0
0.809,0.617,0.765,0.551,1,2,1,1,1,0,1,1,65,64,104,98,101,97,1
0.92,0.787,0.755,0.592,1,2,0,1,1,1,1,1,81,64,114,104,109,102,1
0.812,0.617,0.765,0.54,1,2,1,0,1,1,1,0,66,64,104,98,101,97,1
0.765,0.529,0.816,0.617,2,1,0,1,0,1,1,1,64,67,101,97,104,97,1
0.755,0.58,0.922,0.787,2,1,0,1,1,0,1,1,64,82,109,102,114,103,1
0.769,0.529,0.816,0.604,2,1,1,0,0,1,0,1,65,67,101,97,104,97,1
0.76,0.58,0.922,0.771,2,1,1,0,0,1,1,0,65,82,109,102,114,104,1
0.816,0.592,0.774,0.529,1,2,0,1,0,1,1,0,67,66,104,98,101,97,1
0.922,0.755,0.765,0.58,1,2,0,1,0,1,1,0,82,66,114,104,109,102,1
0.774,0.519,0.82,0.592,2,1,0,1,1,0,1,0,66,68,101,97,104,97,0
0.765,0.569,0.923,0.755,2,1,0,1,1,0,1,0,66,83,109,102,114,104,0
0.923,0.76,0.75,0.569,1,2,1,0,1,0,0,1,84,66,114,104,109,102,1
0.925,0.76,0.82,0.6,1,1,1,1,1,1,1,0,85,69,114,104,104,97,1
0.926,0.76,0.82,0.588,1,1,1,0,1,1,1,1,86,69,114,104,104,97,1
0.82,0.577,0.927,0.76,1,1,0,1,0,1,1,1,69,87,104,97,114,103,1
0.824,0.577,0.927,0.745,1,1,1,0,0,1,0,1,70,87,104,97,113,103,0
0.927,0.75,0.808,0.577,1,1,1,0,0,1,1,0,88,70,113,103,104,97,0
0.808,0.585,0.911,0.75,1,1,1,0,0,1,1,0,71,88,104,97,113,103,1
0.911,0.736,0.811,0.585,1,1,0,1,0,1,1,0,88,72,113,104,104,97,0
0.5,0.5,0.5,0.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,0.5,0.5,0.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.5,0.5,0.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,0.5,0.5,0.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,0.5,0.5,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,0.5,0.5,0.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,0.5,0.5,0.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,0.5,0.5,0.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.5,0.5,0.5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.5,0.5,0.5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.5,0.5,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.5,0.5,0.5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.5,0.5,0.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,0.5,0.5,0.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,0.5,0.667,0.5,3,1,0,1,0,0,0,0,0,1,0,0,122,117,1
0.667,0.5,0.5,0.5,1,3,1,0,0,0,0,0,1,0,113,104,0,0,0
0.5,0.667,0.5,0.667,1,3,1,1,0,0,0,0,1,1,113,94,129,100,0
0.5,0.333,0.667,0.5,2,1,0,1,0,0,0,0,0,1,117,122,130,121,1
0.5,0.333,0.5,0.333,1,3,0,0,0,0,0,0,0,0,121,130,114,120,0
0.5,0.333,0.333,0.5,3,1,0,0,0,0,0,0,0,0,91,109,96,108,1
0.5,0.667,0.5,0.667,2,2,1,1,0,0,0,0,1,1,108,96,107,96,0
0.333,0.5,0.333,0.5,1,3,0,0,0,0,0,0,0,0,102,107,100,129,0
0.5,0.667,0.333,0.5,3,1,1,0,0,0,0,0,1,0,103,97,94,113,1
0.667,0.5,0.667,0.5,1,3,1,1,0,0,0,0,1,1,109,91,117,88,0
0.5,0.333,0.667,0.5,2,1,0,1,0,0,0,0,0,1,104,113,120,114,1
0.667,0.5,0.667,0.333,2,2,1,0,0,1,0,0,1,1,105,99,112,112,1
0.5,0.75,0.667,0.333,2,2,1,0,1,1,0,0,2,1,102,93,110,111,0
0.667,0.667,0.333,0.333,3,0,1,0,1,0,0,0,2,0,105,89,89,108,1
0.5,0.667,0.5,0.5,0,4,1,0,0,1,0,0,1,1,107,102,109,109,0
0.333,0.5,0.667,0.333,3,1,0,1,0,0,0,0,0,1,96,107,110,108,1
0.5,0.333,0.667,0.5,0,2,0,1,0,0,0,0,0,1,88,117,102,98,1
0.333,0.5,0.667,0.5,1,3,0,1,0,0,0,0,0,1,97,103,114,99,0
0.333,0.667,0.5,0.333,3,0,0,0,1,0,0,0,1,0,103,98,98,102,1
0.5,0.75,0.25,0.5,1,3,1,0,1,0,0,0,2,0,115,97,108,114,1
0.667,0.333,0.5,0.5,1,3,1,1,0,0,0,0,1,1,99,95,103,107,1
0.5,0.5,0.333,0.333,3,1,1,0,0,0,0,0,1,0,110,109,109,118,1
0.5,0.667,0.667,0.333,4,0,1,1,0,0,0,0,1,1,114,106,100,101,1
0.667,0.333,0.5,0.333,0,2,0,0,1,0,0,0,1,0,103,104,99,114,1
0.333,0.667,0.667,0.75,0,2,0,1,1,1,0,1,1,3,99,96,109,91,0
0.667,0.667,0.667,0.333,3,0,1,0,1,1,0,0,2,1,108,103,104,105,1
0.333,0.333,0.333,0.667,1,3,0,1,0,0,0,0,0,1,102,113,111,121,0
0.667,0.667,0.5,0.667,2,0,1,1,1,0,0,1,2,2,109,85,104,99,1
0.667,0.25,0.75,0.5,1,3,0,1,1,1,0,0,1,2,109,108,111,100,0
0.667,0.667,0.25,0.333,4,0,1,0,1,0,0,0,2,0,101,90,101,110,1
0.5,0.5,0.333,0.667,2,0,0,0,1,1,0,0,1,1,100,92,110,108,1
0.75,0.667,0.667,0.5,0,2,1,1,1,1,1,0,3,2,105,92,104,103,1
0.75,0.333,0.667,0.333,3,1,1,1,1,0,0,0,2,1,99,91,99,110,1
0.667,0.25,0.667,0.25,1,1,0,0,0,0,1,1,1,1,108,114,101,107,1
0.25,0.667,0.5,0.5,2,0,0,0,0,1,1,0,1,2,99,99,102,101,1
0.5,0.25,0.75,0.333,1,2,0,1,0,0,0,1,0,2,100,104,106,104,1
0.25,0.333,0.5,0.333,2,0,0,0,0,1,0,0,0,1,98,109,96,104,0
0.25,0.5,0.333,0.25,1,2,0,0,0,0,0,0,0,0,84,103,92,107,0
0.5,0.667,0.333,0.75,0,3,1,1,0,1,1,0,2,2,111,110,109,114,0
0.667,0.8,0.667,0.25,1,2,1,0,1,1,1,0,4,1,108,93,91,96,0
0.75,0.667,0.667,0.2,1,1,1,0,1,0,1,0,3,1,108,88,103,109,0
0.667,0.5,0.75,0.667,1,3,1,1,0,1,1,1,2,3,108,106,113,96,1
0.5,0.25,0.8,0.333,2,1,0,1,0,1,1,1,1,3,104,111,99,90,1
0.333,0.75,0.2,0.5,2,1,0,0,1,0,1,0,2,0,100,97,90,103,1
0.75,0.667,0.75,0.667,2,1,1,1,1,1,1,1,3,3,106,93,109,101,0
0.75,0.25,0.2,0.333,2,2,0,0,1,0,0,0,2,0,99,107,102,111,1
0.667,0.25,0.667,0.4,0,2,0,0,1,1,0,1,1,2,96,107,108,109,0
0.25,0.25,0.4,0.667,1,3,0,0,0,1,0,0,0,2,100,112,109,114,1
0.667,0.4,0.333,0.25,1,3,1,0,0,0,1,0,2,0,95,95,103,109,1
0.5,0.25,0.6,0.5,0,3,0,1,0,0,0,1,0,2,101,113,101,95,0
0.8,0.667,0.75,0.5,2,2,1,1,1,1,1,0,4,3,111,99,108,105,1
0.333,0.8,0.75,0.75,3,1,1,1,1,1,1,1,3,4,113,111,103,96,1
0.5,0.5,0.75,0.25,2,2,1,1,0,0,1,0,2,2,101,106,110,112,1
0.667,0.25,0.333,0.5,1,3,1,0,0,0,0,1,1,1,105,96,107,107,0
0.333,0.4,0.5,0.4,2,0,1,0,0,0,0,1,1,2,95,105,100,102,1
0.6,0.25,0.5,0.75,2,1,1,1,0,0,0,1,2,3,105,109,102,96,0
