HOME_TEAM_HOME_WINS,HOME_TEAM_HOME_LOSES,HOME_TEAM_ROAD_WINS,HOME_TEAM_ROAD_LOSES,AWAY_TEAM_HOME_WINS,AWAY_TEAM_HOME_LOSES,AWAY_TEAM_ROAD_WINS,AWAY_TEAM_ROAD_LOSES,HOME_TEAM_FORM,AWAY_TEAM_FORM,HOME_TEAM_RAPTOR,AWAY_TEAM_RAPTOR,HOME_TEAM_WINS
13,5,5,10,12,5,2,13,3,1,1445.69685763655,1570.75203351876,1
13,4,12,5,5,12,3,13,2,1,1579.61780842952,1213.9643743605302,1
14,3,8,8,13,3,2,13,2,0,1730.3954270504098,1450.1660217506799,1
10,5,7,10,13,5,5,11,2,2,1562.56823447591,1449.0469249515802,1
11,4,8,9,13,3,8,7,2,2,1485.50424898051,1578.12726699146,1
7,9,8,7,14,3,8,7,3,2,1446.9674149752802,1632.17069609394,1
16,3,6,9,13,4,12,6,2,2,1644.2970205844001,1607.3747219983402,1
6,7,10,11,12,3,9,7,2,3,1607.2974293875598,1670.53322343461,0
9,6,4,14,5,11,3,14,1,2,1507.3303335315802,1350.74353768887,1
10,5,9,8,12,7,4,9,1,2,1621.2251074443698,1506.5730942929401,1
8,11,8,8,5,11,3,15,2,1,1466.9877044585,1356.0804969532198,1
5,13,3,13,5,12,4,13,0,2,1214.59886295929,1327.63001657019,0
10,8,5,8,5,9,4,14,1,3,1490.97575735132,1288.34629951133,0
15,3,8,8,11,4,8,10,2,2,1727.4186279060098,1488.0174797817401,1
12,5,10,7,9,6,4,15,2,1,1566.4713469547198,1507.90368769701,1
12,5,7,9,9,6,8,10,1,1,1537.71263107701,1520.0764959434698,0
12,4,9,7,12,5,3,13,2,1,1673.7854081540697,1560.3049150490301,0
8,10,6,8,7,9,9,7,0,3,1442.8619572902699,1463.85861185645,0
13,5,6,9,13,3,2,14,2,0,1546.49482153132,1455.90197137721,1
9,7,9,8,11,5,4,14,2,0,1420.7260421324802,1554.1127194454098,1
11,5,9,8,16,3,6,10,2,2,1650.9700519363198,1660.52221369788,1
15,4,8,8,12,5,8,9,2,2,1707.3289412945498,1539.5891977384601,0
11,5,7,10,12,4,9,8,2,1,1560.7767737574,1666.63547861151,1
4,12,5,14,14,3,9,7,0,2,1288.56932206639,1629.53899344827,0
7,7,10,11,13,5,6,10,2,1,1634.5944496066,1547.19799929319,1
5,10,4,14,12,5,11,7,2,3,1198.83522063614,1565.72483446013,0
9,11,8,8,12,7,4,10,2,1,1455.49019941202,1502.1576297622698,1
5,13,4,13,12,5,4,13,2,2,1334.9253334334699,1548.8632540051801,0
14,3,2,14,11,5,4,15,1,0,1464.4711808678303,1534.4416738420002,1
11,8,5,8,9,6,4,16,1,1,1497.0942547736302,1458.9740134969,1
12,4,8,10,9,7,9,9,2,2,1489.58567624727,1425.91585362116,1
10,6,8,10,5,13,3,14,2,0,1521.00109748424,1234.15526343901,1
7,10,9,7,13,4,13,6,2,2,1483.37245677134,1599.1349775307801,0
8,11,6,8,5,11,4,15,0,1,1428.69159675835,1377.02004273869,0
14,5,5,11,13,3,8,8,2,1,1462.29644311155,1569.53909802285,1
15,5,8,8,13,5,7,10,1,2,1722.39494211647,1543.45079010109,0
12,5,7,10,11,5,9,9,3,2,1562.08606159875,1666.67387471566,1
15,3,9,7,4,12,5,15,2,0,1632.85848068068,1255.4071768230099,1
10,7,9,9,12,5,8,10,2,1,1426.2843385532199,1405.29590430669,1
7,8,10,11,16,3,7,10,1,2,1633.90697859764,1657.18787386364,0
13,7,4,10,9,11,8,9,1,2,1503.19752350814,1464.0433701425,1
14,3,8,8,14,5,5,12,1,1,1567.9461235221,1463.1867862651002,1
13,5,11,7,11,8,5,9,3,1,1570.7273900264302,1498.52342693874,1
12,6,8,10,12,4,9,10,1,2,1426.9079894577699,1488.9226417986401,0
8,10,9,7,5,13,3,15,2,0,1475.5007503921697,1234.5917087252199,1
12,6,4,13,5,10,5,14,2,2,1551.34252246596,1296.45557380849,0
12,5,4,15,14,3,2,15,1,1,1532.43343194919,1449.8170241934,1
9,11,6,8,13,4,13,7,1,1,1422.4226182686903,1630.16363908846,1
5,12,4,15,12,4,10,8,1,1,1379.0960094494299,1536.1349044483402,0
9,7,4,16,5,13,5,13,0,2,1414.44094869021,1339.56877822968,0
6,10,5,14,5,13,3,16,2,0,1304.0013961923598,1231.88272567758,1
12,5,9,10,14,5,6,12,2,2,1495.61100701393,1464.10700617182,0
10,7,8,10,11,5,10,9,2,2,1527.82613773199,1661.28990507818,0
16,3,9,7,9,11,8,10,3,1,1630.9135872057502,1460.10605701803,1
12,6,4,15,12,5,8,10,1,3,1544.7558820512302,1563.4554567677699,0
5,13,4,15,14,3,9,8,1,2,1366.0194644937899,1569.6957476354999,0
13,6,7,10,15,5,9,8,1,1,1546.1120908859698,1720.7363729538902,0
8,8,10,11,4,12,5,16,2,0,1634.7139490594598,1250.78547089063,1
10,7,4,16,13,7,4,11,1,1,1437.32122486786,1501.58529351657,1
15,3,2,15,12,4,10,9,2,1,1456.8650372207,1539.41400809617,1
13,6,8,10,10,7,9,10,1,1,1431.4316864145499,1422.54568212578,1
8,11,9,7,12,6,5,13,1,2,1475.51387721407,1548.90150213835,0
10,11,6,8,11,8,5,10,2,1,1425.7364440061099,1491.34025280185,1
14,6,7,10,16,3,7,11,2,1,1544.0128094958402,1656.1776576136801,1
14,4,13,7,5,13,5,14,2,1,1663.2984034074802,1343.63602867714,1
14,7,4,11,10,11,6,9,2,2,1501.01520584288,1417.11195007026,1
13,5,8,10,10,7,8,11,3,1,1568.02021848161,1520.53845402352,1
14,5,11,7,6,10,5,15,3,2,1578.8725511481198,1313.56981160877,1
13,6,4,15,12,6,5,14,2,1,1523.0578746678,1553.1008959266,1
13,4,10,9,15,3,2,16,2,1,1590.30024868779,1465.4251027563098,1
5,14,4,15,15,5,10,8,0,2,1344.8917972454499,1717.3049928467199,0
15,5,6,12,11,5,10,10,2,1,1449.40030160965,1666.5976185186903,1
